for_sorting,lemma_la,lemma_mkh,gender_la,gender_modified,etymologies,sharedgrammaticalinfo,partofspeech_1,morphology_la,ka,en,ru,source
ʒ,ʒmiscʼul,ძმისწულ,v b; j d,M/F,GE,n,,ʒmiscʼli; ʒmiscʼleⁿ,ძმისწული,,"племянник, племянница (со стороны брата)",**ძმისწულ** *ვ ბ; ჲ დ* (ძმისწლი; ძმისწლეჼ) ძმისწული
ʒ,ʒna,ძნა,d d,D,GE,n,,ʒnajšĭ; ʒnajⁿ,ძნა,,сноп,**ძნა** *დ დ* (ძნაჲში̆; ძნაჲჼ) ძნა
ʒ,ʒol,ძოლ,j j,J,GE,n,,ʒoli; ʒoleⁿ,ძვალი,,кость,**ძოლ** *ჲ ჲ* (ძოლი; ძოლეჼ) ძვალი
ʒ,ʒolcʼiⁿ,ძოლწიჼ,,,,,,,,,,**ძოლწიჼ** უძვლო
ʒ,ʒolliⁿ,ძოლლიჼ,,,,,,,,,,**ძოლლიჼ** ძვლიანი
ʒ,ʒraxod-d-ar,ძრახოდ-დ-არ,,,,,,,,,,**ძრახოდ-დ-არ** გრდმ. ძრახვა (ძრახავს)
ʒ,ʒrolaɁŏ,ძროლაჸო̆,,,GE,n,,,ბუნიკი,"arrowhead, metal tip",наконечник стрелы,**ძროლაჸო̆** ბუნიკი
ʒ,ʒroxod-d-ar,,,,GE,vt,,,ძრახვა (ძრახავს),"rebuke, reprimand",осуждать,
ʒ,ʒu1,,,,GE,n,,,ძუ,,"самка, сука",
ʒ,ʒu2,,,J,GE,n,,,ძუა,,конский волос,
ʒ,ʒu[v]1,ძუ[ვ]1,,,,,,,,,,**ძუ[ვ]1**ძუ
ʒ,ʒu[v]2,ძუ[ვ]2,j j,,,,,ʒu[v]aⁿ,,,,**ძუ[ვ]2** *ჲ ჲ* (ძუ[ვ]აჼ) ძუა
ʒ,ʒugʒugajnŏ,ძუგძუგაჲნო̆,,,,adv,,,ცუნცულით,,мелкой рысью,**ძუგძუგაჲნო̆** ზმნს. ცუნცულით
ʒ,ʒukʼn,,,B,GE,n,,,ძუკნა,,сука,
ʒ,ʒukʼⁿ,ძუკჼ,b d,,,,,,,,,**ძუკჼ** *ბ დ* ძუკნა
ʒ,ʒulbad-d-alar,ძულბად-დ-ალარ,,,GE,vi,,,შეძულება (სძულს),,ненавидеть,**ძულბად-დ-ალარ** გრდუვ. შეძულება (სძულს)
ʒ,ʒunad-d-alar,ძუნად-დ-ალარ,,,GE,vi,,,მძუნაობა,,случаться (о животных),**ძუნად-დ-ალარ** გრდუვ. მძუნაობა
ʒ,ʒuncʼ,,,B,GE,n,,,ძუნწა,,щетинник мышей,
ʒ,ʒunʒul,ძუნძულ,j,J,GE,n,,,"ძუნძული, ჯანჯალი (ცხენისა)",,езда трусцой,"**ძუნძულ** *ჲ* ძუნძული, ჯანჯალი (ცხენისა)"
ʒ,ʒurcʼ,ძურწ,b d,,,,,,,,,**ძურწ** *ბ დ* ძურწა *(სასრეველა ბალახი)*
ʒ,ʒuʒakʼ,ძუძაკ,,,,,,,,,,**ძუძაკ** პატარა გოგონა *(ქადაგიძ.)*
ʒ,ʒvirob,ძვირობ,j j,,,,,,,,,"**ძვირობ** *ჲ ჲ* ძვირობა, სიძვირე"
ʒ,ʒviron,ძვირონ,,,,,,,,,,**ძვირონ**ძვირი
ʒ,ʒviroⁿ,,,,GE,a,,,ძვირი,expensive,дорогой,
ʕ,ʕa-d-axkʼar,ჵა-დ-ახკარ,,,,vi,,,"სხდომა (სხედან); დგომა (ხეებისა...); გულის მოსვლა, გაჯავრება",sit,сидеть; стоять (о деревьях...); сердиться,**ჵა-დ-ახკარ** გრდუვ. იხ. ჵე-დ-ახკარ
ʕ,ʕa-d-ağar,ჵა-დ-აღარ,,,,vi,,,ჯდომა (ზის),sit,сидеть,**ჵა-დ-აღარ** გრდუვ. იხ. ჵე-დ-აღარ
ʕ,ʕa1,ჵა1,d d,D,,n,,ʕajšĭ; ʕaliⁿ,ზამთარი,winter,зима,**ჵა1** *დ დ* (ჵაჲში̆; ჵალიჼ) ზამთარი
ʕ,ʕa2,ჵა2,j,J,,n,,ʕajⁿ,"ორთქლი, ოხშივარი","vapour, fume, steam","пар, испарение","**ჵა2** *ჲ* (ჵაჲჼ) ორთქლი, ოხშივარი"
ʕ,ʕabikʼ,ჵაბიკ,b d,B,,n,,ʕajbkʼi; ʕajbkʼeⁿ,კოვზი,spoon,ложка,**ჵაბიკ** *ბ დ* (ჵაჲბკი; ჵაჲბკეჼ) კოვზი
ʕ,ʕajhkʼ naqʼ,ჵაჲჰკ ნაყ,,,,,,,,,,**ჵაჲჰკ ნაყ** რკინიგზა (ქადაგიძ.)
ʕ,ʕajhkʼĭ,,,D,,n,,,რკინა,iron,железо,
ʕ,ʕajrt[v]aⁿ,ჵაჲრთ[ვ]აჼ,,,,,,,,,,"**ჵაჲრთ[ვ]აჼ** ზმნს. ბლომად, კარგა (შორს, ახლოს..)"
ʕ,ʕajrtvaⁿ1,,,,,a,,,"ბლომა[დ], მრავლად","sufficient, plenty","множество, порядочно (много)",
ʕ,ʕajrtvaⁿ2,,,,,adv,,,"ბლომად, კარგა (შორს, ახლოს...)","sufficiently, quite, rather","в большом количестве, достаточно, довольно (далеко, близко...)",
ʕ,ʕajrčʼna,ჵაჲრჭნა,d d,,,,,,,,,"**ჵაჲრჭნა** *დ დ* სიშავე, უკუნი"
ʕ,ʕajħkʼĭ,ჵაჲჰ’კი̆,d,,,,,,,,,**ჵაჲჰ’კი̆** *დ* რკინა
ʕ,ʕalič-d-ar,ჵალიჩ-დ-არ,,,,vt,,,"დანიშვნა (დანიშნავს), დაჩნევა",mark,"метить, отмечать (знаком), замечать","**ჵალიჩ-დ-არ** გრდმ. დანიშვნა (დანიშნავს), დაჩნევა"
ʕ,ʕaluⁿ,ჵალუჼ,,,,,,,,,,"**ჵალუჼ** ზამთრისა, ნაზამთრევი, გამოზამთრებული"
ʕ,ʕam,ჵამ,b d,,,,,,,,,**ჵამ** *ბ დ* ტბა *(ჭრელაშვ. ექსპ.)*
ʕ,ʕam-d-alar,ჵამ-დ-ალარ,,,,,,,,,,**ჵამ-დ-ალარ** გრდუვ. 1. შესწავლა (შეისწავლება) 2. შეჩვევა; მოშინაურება
ʕ,ʕam-d-ar,ჵამ-დ-არ,,,,,,,,,,"**ჵამ-დ-არ** გრდმ. 1. დაჩვევა ([და]აჩვევს), შეჩვევა"
ʕ,ʕam-d-itar,ჵამ-დ-ითარ,,,,,,,,,,**ჵამ-დ-ითარ** გრდმ. სწავლება (ასწავლის)
ʕ,ʕam-d-ujnĭ,ჵამ-დ-უჲნი̆,,,,,,,,,,**ჵამ-დ-უჲნი̆** 1. [შე]სასწავლი 2. შემსწავლელი
ʕ,ʕamar,ჵამარ,,,,vi,,,"დაჩვევა ([და]ეჩვევა), შეჩვევა",get accustomed to,привыкнуть,"**ჵამარ** გრდუ. დაჩვევა ([და]ეჩვევა), შეჩვევა"
ʕ,ʕamditujnĭ,ჵამდითუჲნი̆,,,,,,,,,,**ჵამდითუჲნი̆** მიმღ. (ჵამდითუჲში) მასწავლებელი
ʕ,ʕamduila,ჵამდუილა,,,,,,,,,,**ჵამდუილა** სკოლა *(შიფნ.)*
ʕ,ʕamur,ჵამურ,,J,,n,,,"საფლავი, სამარე; ღამე",grave; night,"могила, гробница; ночь","**ჵამურ** გრდმ. გლოვა, დასაფლავება *(ექსპ.)*"
ʕ,"ʕamur, ʕemur","ჵამურ, ჵემურ",j j,,,,,ʕemrejšĭ; ʕejmriⁿ,,,,"**ჵამურ, ჵემურ** *ჲ ჲ* (ჵემრეჲში̆; ჵეჲმრიჼ) 1. საფლავი, სამარე 2. გადატ. ღამე"
ʕ,ʕap,ჵაფ,,,,,,,,,,**ჵაფ** იხ. ჵეფ
ʕ,ʕapal-d-ar,ჵაფალ-დ-არ,,,,,,,,,,**ჵაფალ-დ-არ** გრდმ. შერცხვენა (არცხვენს)
ʕ,ʕapliⁿ,ჵაფლიჼ,,,,,,,,,,"**ჵაფლიჼ** მორცხვი, მორიდებული"
ʕ,ʕapʼ-d-ar,ჵაპ-დ-არ,,,,vt,,,დამწყვდევა (ამწყვდევს),lock up,запирать (куда-нибудь),**ჵაპ-დ-არ** გრდმ. დამწყვდევა (ამწყვდევს)
ʕ,ʕarcŏ,ჵარცო̆,j j,J,,n,,,თარეში,"raid, marauding",набег,**ჵარცო̆** *ჲ ჲ* თარეში
ʕ,ʕarčʼ-d-ar,ჵარჭ-დ-არ,,,,,,,,,,**ჵარჭ-დ-არ** გრდმ. გაშავება
ʕ,ʕarčʼiⁿ,ჵარჭიჼ,,,,a,,,შავი,black,черный,**ჵარჭიჼ** შავი
ʕ,ʕarčʼol,ჵარჭოლ,j,,,,,šavis tviseba,,,,**ჵარჭოლ** *ჲ* სიშავე (შავის თვისება)
ʕ,ʕavar,ჵავარ,,,,vt,,,"მოკვლა, დაკვლა (კლავს)","kill, slaughter","убивать, резать","**ჵავარ** გრდმ. მოკვლა, დაკვლა (კლავს)"
ʕ,ʕavujnĭ,ჵავუჲნი̆,,,,,,,,,,**ჵავუჲნი̆** მიმღ. 1. დასაკლავი; დასახოცი 2. დამკვლელი
ʕ,ʕaŭvɁ,ჵაუ̆ვჸ,d,D,,n,,,,burp,,**ჵაუ̆ვჸ** *დ* ბოყინი
ʕ,ʕaǯirğŏ,ჵაჯირღო̆,d d,D,,n,,,აჯილღა,stallion,жеребец,**ჵაჯირღო̆** *დ დ* აჯილღა
ʕ,ʕe-d-axkʼar,,,,,vi,,,"სხდომა (სხედან); დგომა (ხეებისა...); გულის მოსვლა, გაჯავრება",sit,,
ʕ,"ʕe-d-axkʼar, ʕa-d-axkʼar","ჵე-დ-ახკარ, ჵა-დ-ახკარ",,,,,,,,,,"**ჵე-დ-ახკარ, ჵა-დ-ახკარ** გრდუვ. მრ. 1. სხდომა (სხედან) 2. დგომა (ხეებისა)"
ʕ,ʕe-d-ağar,,,,,vi,,,ჯდომა (ზის),sit,сидеть,
ʕ,"ʕe-d-ağar, ʕa-d-ağar","ჵე-დ-აღარ, ჵა-დ-აღარ",,,,,,,,,,"**ჵე-დ-აღარ, ჵა-დ-აღარ** გრდუვ. ჯდომა (ზის)"
ʕ,ʕemur,ჵემურ,j j,,,,,,,,,**ჵემურ** *ჲ ჲ* იხ. ჵამურ
ʕ,ʕep,ჵეფ,d,D,,n,,,სირცხვილი,shame,стыд,**ჵეფ** *დ* სირცხვილი სხვა ბრუნვებში იხმარება ჵაფ ფუძე
ʕ,ʕep-d-alar,ჵეფ-დ-ალარ,,,,,,,,,,**ჵეფ-დ-ალარ** გრდუვ. მოფერება (ეფერება)
ʕ,ʕep-d-ar,ჵეფ-დ-არ,,,,,,,,,,**ჵეფ-დ-არ** გრდმ. მიფერება (იფარებს)
ʕ,ʕepar,ჵეფარ,,,,vt,,,მიშვერა,"cover, put under",подставлять,**ჵეფარ** გრდმ. 1. მიშვერა 2. იხ. ლარკ ჵეფარ
ʕ,ʕepxetditar,ჵეფხეთდითარ,,,,,,,,,,**ჵეფხეთდითარ** შერცხვენა (შეარცხვენს) *(შიფნ.)*
ʕ,ʕepxetrikʼaɁ,ჵეფხეთრიკაჸ,,,,n,,,"[გა]ლესვა ([გა]ლესავს), წამახვა",sharpening,"отточить, оттачивать",**ჵეფხეთრიკაჸ** მორცხვი
ʕ,ʕer,,,,,:,,,გაფუჭება ([გა]აფუჭებს); [გა]სვრა; გარყვნა,"ruin, spoil, soil, dirty","(ис)портить, (вы)пачкать, изгадить, развратить, развращать",
ʕ,"ʕer, ʕer d-avar","ჵერ, ჵერ დ-ავარ",,,,,,,,,,"**ჵერ, ჵერ დ-ავარ** გრდუვ. გაფუჭება (გაფუჭდება); გასვრა, მოშლა (იარაღისა), გარყვნა"
ʕ,ʕir-d-ar,ჵირ-დ-არ,,,,,,,,,,**ჵირ-დ-არ** გრდმ. [გა]ლესვა ([გა]ლესავს) წამახვა
ʕ,ʕir-d-itar,ჵირ-დ-ითარ,,,,,,,,,,**ჵირ-დ-ითარ** გრდმ. გალესვინება ([გა]ალესვინებს)
ʕ,ʕirin,ჵირინ,,,,,,,,,,"**ჵირინ**1. ბასრი, მჭრელი, გალესილი 2. გადატ. ყოჩაღი, პირდაპირი"
ʕ,ʕiriⁿ,,,,,a,,,"ბასრი, მჭრელი, გალესილი; ყოჩაღი, პირდაპირი","sharp; bold; direct, critical","острый, отточенный; острый",
ʕ,ʕirol,ჵიროლ,j,,,,,,,,,"**ჵიროლ** *ჲ* სიმახვილე, სიბასრე"
ʕ,ʕitʼar,ჵიტარ,,,,vi,,,"რბენა (რბის, დარბის), სირბილი","run, flee","бежать, скакать, бегать",**ჵიტარ** გრდუვ. იხ. იტარ
ʕ,ʕitʼiš,,,,,adv,,,სირბილით,while running,"бегом, бегая",
ʕ,ʕokʼ,ჵოკ,j j,J,,n,,ʕokʼi; ʕokʼiⁿ,ნამცხვარი ნახევარმთვარის ფორმისა ხორცის ან ყველკვერცხის გულიანი (აცხობენ ყველიერში),pastry filled with meat or egg and cheese,рожок с начинкой из мяса или сыра и яиц,**ჵოკ** *ჲ ჲ* (ჵოკი; ჵოკიჼ) ნამცხვარი ნახევარმთვარის ფორმისა ხორცის ან ყველკვერცხის გულიანი (აცხობენ ყველიერში)
ʕ,ʕop-d-alar,ჵოფ-დ-ალარ,,,,,,,,,,"**ჵოფ-დ-ალარ** გრდუვ. მოფარება (მოეფარება), მიფარება"
ʕ,ʕop-d-ar,ჵოფ-დ-არ,,,,,,,,,,"**ჵოფ-დ-არ**  გრდმ. აფარება (ააფარებს), შეფარება, მოფარება, დამალვა"
ʕ,ʕopar,ჵოფარ,,,,vt,,,"მიშვერა (მიუშვერს), მოფარება","cover, put under",подставить,"**ჵოფარ** გრდმ. 1. მიშვერა (მიუშვერს), მოფარება"
ʕ,"ʕoplajla, ʕeplajla","ჵოფლაჲლა, ჵეფლაჲლა",d d,,,,,,,,,"**ჵოფლაჲლა, ჵეფლაჲლა** *დ დ* [თავ]შესაფარი"
ʕ,ʕu,ჵუ,j j,J,,n,,ʕui; ʕuiⁿ,ღამე,night,ночь,**ჵუ** *ჲ ჲ* (ჵუი; ჵუიჼ) ღამე
ʕ,ʕunal,ჵუნალ,d d,D,,n,,ʕunali; ʕunleⁿ,"ხელფასი, ჯამაგირი, გასამრძელო","salary, wage","зарплата, жалованье","**ჵუნალ** *დ დ* (ჵუნალი; ჵუნლეჼ) ხელფასი, ჯამაგირი, გასამრჯელო **ჵუნალ ჴივარ** ჯამაგირის, ხელფასის დაკავება **ჵუნალდარ** გრდმ. სამსახური (მსახურობს)"
ʕ,ʕur,ჵურ,,,,,,,,,,**ჵურ** საჯდომი (ევფ.) *(ექსპ.)*
ʕ,"ʕurd-ʕurden, ʕurd-ʕurdnax","ჵურდ-ჵურდენ, ჵურდ-ჵურდნახ",,,,,,,,,,"**ჵურდ-ჵურდენ, ჵურდ-ჵურდნახ** ზმნს. დილ-დილობით"
ʕ,ʕurdeⁿ,ჵურდეჼ,,,,adv,,,"დილით, დილას",in the morning,утром,"**ჵურდეჼ** ზმნს. დილით, დილას **ჵურდეჼ** ლათინო̆ დილიდან **ფსარე ჵურდეჼ** ზმნს. გუშინ დილას"
ʕ,ʕurdluⁿ,ჵურდლუჼ,,,,,,,,,,"**ჵურდლუჼ** დილანდელი, დილისა"
ʕ,ʕurdna,ჵურდნა,j j,,,,,,,,,**ჵურდნა** *ჲ ჲ* დილა
ʕ,ʕuv,ჵუვ,v b,M,,n,,ʕuji; ʕuniⁿ,"მწყემსი (ცხვრისა, ძროხისა, ღორისა)","herdsman, shepherd",пастух,"**ჵუვ** *ვ ბ* (ჵუჲი; ჵუნიჼ)მწყემსი (ცხვრისა, ძროხისა, ღორისა)"
ʕ,"ʕuɁ-d -ar, ʕuɁar-d-ar","ჵუჸ-დ -არ, ჵუჸარ-დ-არ",,,,,,,,,,"**ჵუჸ-დ -არ, ჵუჸარ-დ-არ** გრდმ. დაგროვება ([და]აგროვებს), დაზოგვა"
ʕ,ʕuɁ-d-ar,,,,,vt,,,"დაგროვება ([და]აგროვებს), დაზოგვა","save up, accumulate","копить, скопить, (с)беречь, сберегать",
